Track Name,Artist Name(s),Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence
Low,SZA,0.698,0.546,0.0559,0.425,0.00314,0.16,0.335
Boy's a liar Pt. 2,"PinkPantheress,Ice Spice",0.696,0.809,0.05,0.252,0.000128,0.248,0.857
ALIEN SUPERSTAR,Beyoncé,0.545,0.641,0.0998,0.00453,6.59e-05,0.171,0.464
Promiscuous,"Nelly Furtado,Timbaland",0.808,0.97,0.0504,0.0573,6.17e-05,0.154,0.868
Mr. Brightside,The Killers,0.352,0.911,0.0747,0.00121,0.0,0.0995,0.236
Out of My League,Fitz and The Tantrums,0.545,0.968,0.0853,0.0387,0.00325,0.331,0.527
Birthday Bitch,Trap Beckham,0.957,0.674,0.103,0.000949,0.000215,0.17,0.522
Gogo Dance,"El Alfa,Chael Produciendo",0.596,0.868,0.161,0.12,0.518,0.0514,0.705
Moscow Mule,Bad Bunny,0.804,0.674,0.0333,0.294,1.18e-06,0.115,0.292
La Mamá de la Mamá,"El Alfa,El Cherry Scom,CJ",0.921,0.927,0.104,0.284,0.0033,0.72,0.797
Hotel Room Service,Pitbull,0.851,0.629,0.175,0.00705,0.000372,0.0746,0.789
I Know You Want Me (Calle Ocho),Pitbull,0.817,0.733,0.145,0.0152,4.31e-05,0.107,0.833
Time of Our Lives,"Pitbull,Ne-Yo",0.721,0.802,0.0583,0.0921,0.0,0.694,0.724
Me Porto Bonito,"Bad Bunny,Chencho Corleone",0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425
Krazy (feat. Lil Jon),"Pitbull,Lil Jon",0.871,0.883,0.105,0.0155,0.0,0.14,0.581
LA CANCIÓN,"J Balvin,Bad Bunny",0.756,0.646,0.319,0.152,1.81e-05,0.108,0.429
Red Nose,Sage The Gemini,0.682,0.473,0.449,0.414,0.0,0.0795,0.765
Gas Pedal,"Sage The Gemini,Iamsu!",0.843,0.538,0.0835,0.0273,0.0,0.124,0.428
Pudgy (with Lil Uzi Vert),"Smino,Lil Uzi Vert",0.639,0.776,0.0561,0.659,1.06e-05,0.127,0.429
Just Wanna Rock,Lil Uzi Vert,0.486,0.545,0.0336,0.0652,0.00474,0.0642,0.0385
Bikini Bottom,Ice Spice,0.737,0.653,0.205,0.162,1.65e-06,0.0803,0.603
GOATED. (feat. Denzel Curry),"Armani White,Denzel Curry",0.947,0.479,0.107,0.00961,3.17e-06,0.327,0.468
Don't Go Breaking My Heart,"Elton John,Kiki Dee",0.729,0.844,0.0344,0.149,2.87e-06,0.0604,0.777
Sal y Perrea,Sech,0.786,0.899,0.127,0.192,0.000189,0.299,0.813
Yo Perreo Sola,Bad Bunny,0.86,0.758,0.0695,0.021,6.54e-05,0.344,0.453
EL MAKINON,"KAROL G,Mariah Angeliq",0.635,0.706,0.125,0.256,0.0,0.108,0.443
Relación - Remix,"Sech,Daddy Yankee,J Balvin,ROSALÍA,Farruko",0.793,0.771,0.0959,0.0337,1.51e-06,0.284,0.835
¿Y Eso?,Rauw Alejandro,0.689,0.744,0.106,0.161,0.0,0.131,0.399
Perriando,Jowell & Randy,0.661,0.656,0.148,0.0822,0.0,0.109,0.241
Chammak Challo,"Akon,Hamsika Iyer",0.742,0.879,0.0328,0.0696,7.17e-06,0.0981,0.936
Pasoori,"Shae Gill,Ali Sethi",0.714,0.596,0.043,0.0657,0.0,0.0625,0.669
Belageddu,Vijay Prakash,0.806,0.744,0.12,0.658,0.0,0.115,0.876
Ye Ishq Hai,"Pritam,Shreya Ghoshal,Irshad Kamil",0.823,0.638,0.159,0.434,2.09e-06,0.255,0.882
Kholo Kholo,Raman Mahadevan,0.539,0.313,0.0337,0.0688,1.65e-05,0.0935,0.239
Locha-E-Ulfat,Benny Dayal,0.705,0.74,0.0505,0.0365,0.0,0.487,0.928
Después de la Playa,Bad Bunny,0.564,0.903,0.307,0.356,0.0,0.175,0.607
Amor Prohibido,Selena,0.681,0.504,0.0284,0.672,0.0,0.142,0.706
Rebelión,"Joe Arroyo,La Verdad",0.565,0.778,0.0586,0.426,0.0135,0.263,0.815
Suavemente,Elvis Crespo,0.814,0.874,0.071,0.234,0.00162,0.0476,0.911
El Chico Del Apartamento 512,Selena,0.762,0.654,0.0335,0.481,2.81e-06,0.0791,0.924
Yo Voy (feat. Daddy Yankee),Zion & Lennox,0.808,0.697,0.241,0.041,0.0,0.0546,0.554
Me Porto Bonito,"Bad Bunny,Chencho Corleone",0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425
BIZCOCHITO,ROSALÍA,0.93,0.774,0.0744,0.605,0.0238,0.12,0.781
Moscow Mule,Bad Bunny,0.804,0.674,0.0333,0.294,1.18e-06,0.115,0.292
Tití Me Preguntó,Bad Bunny,0.65,0.715,0.253,0.0993,0.000291,0.126,0.187
Loba,Shakira,0.853,0.706,0.0451,0.403,0.046,0.0751,0.778
"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap,Shakira",0.842,0.745,0.0399,0.281,2.61e-05,0.118,0.53
DESPECHÁ,ROSALÍA,0.914,0.622,0.0892,0.146,1.68e-05,0.0632,0.77
Love,Keyshia Cole,0.688,0.518,0.0283,0.0642,0.0,0.1,0.314
Weak,SWV,0.693,0.533,0.0402,0.107,0.0,0.0695,0.568
Can We Talk,Tevin Campbell,0.66,0.646,0.0426,0.0312,5.06e-06,0.033,0.621
My Boo,"USHER,Alicia Keys",0.662,0.507,0.118,0.257,0.0,0.0465,0.676
Like I Want You,GIVĒON,0.678,0.355,0.0627,0.759,7.06e-05,0.114,0.438
Treat Me Like Somebody,Tink,0.432,0.36,0.2,0.471,0.0,0.0447,0.552
Could've Been (feat. Bryson Tiller),"H.E.R.,Bryson Tiller",0.45,0.352,0.267,0.649,3.8e-06,0.249,0.408
Sure Thing,Miguel,0.684,0.607,0.1,0.0267,0.000307,0.191,0.498
Novacane,Frank Ocean,0.762,0.508,0.0919,0.0584,0.00126,0.16,0.37
Love Don't Change,Jeremih,0.539,0.424,0.0406,0.317,0.0,0.108,0.17
After Last Night (with Thundercat & Bootsy Collins),"Bruno Mars,Anderson .Paak,Silk Sonic,Thundercat,Bootsy Collins",0.651,0.703,0.0816,0.0297,0.0,0.0608,0.647
Broken Clocks,SZA,0.692,0.684,0.155,0.131,0.0,0.156,0.406
Rain,SWV,0.643,0.486,0.0278,0.337,3.86e-06,0.702,0.146
Die For You,The Weeknd,0.586,0.525,0.0615,0.111,0.0,0.134,0.508
Best Part (feat. H.E.R.),"Daniel Caesar,H.E.R.",0.524,0.364,0.0367,0.808,0.0,0.1,0.436
The Boy Is Mine,"Brandy,Monica",0.704,0.707,0.0391,0.539,0.00106,0.318,0.761
When I See U,Fantasia,0.569,0.596,0.172,0.452,7.92e-05,0.205,0.754
Efecto,Bad Bunny,0.801,0.475,0.0516,0.141,1.73e-05,0.0639,0.234
Best I Ever Had Remix,"Nicki Minaj,Drake",0.4,0.874,0.281,0.232,0.0,0.16,0.647
Party With A Jagaban,Midas the Jagaban,0.826,0.795,0.0493,0.361,0.00141,0.0948,0.534
Hold You - Hold Yuh,Gyptian,0.69,0.62,0.06,0.321,2.81e-05,0.0889,0.497
Fever,Vybz Kartel,0.891,0.62,0.244,0.139,1.61e-05,0.0805,0.404
Be Your Girl (Kaytranada Edition),"Teedra Moses,KAYTRANADA",0.864,0.682,0.386,0.208,5.27e-06,0.1,0.268
Banana Clip,Miguel,0.638,0.708,0.0754,0.0973,0.0,0.177,0.606
Ready or Not,"Fugees,Ms. Lauryn Hill,Wyclef Jean,Pras",0.544,0.428,0.514,0.245,0.0,0.0899,0.524
Don't Run Away,"Tyler James Williams,IM5",0.747,0.801,0.0493,0.0783,0.0,0.0656,0.713
Stir Fry,Migos,0.817,0.816,0.269,0.00263,0.0,0.159,0.508
Hey Ya!,Outkast,0.727,0.974,0.0664,0.103,0.000532,0.174,0.965
3005,Childish Gambino,0.472,0.448,0.326,0.113,0.0,0.0914,0.636
Replay,Zendaya,0.688,0.723,0.121,0.0416,0.0002,0.302,0.618
On the Low,Burna Boy,0.816,0.781,0.0425,0.692,0.00928,0.0835,0.937
679 (feat. Monty),"Fetty Wap,Monty",0.545,0.763,0.407,0.00715,0.0,0.668,0.752
Party (feat. André 3000),"Beyoncé,André 3000",0.648,0.593,0.0509,0.0188,0.0,0.169,0.719
Time of Our Lives,"Pitbull,Ne-Yo",0.721,0.802,0.0583,0.0921,0.0,0.694,0.724
Fever,Wizkid,0.755,0.806,0.0479,0.544,0.000114,0.0908,0.892
Doo Wop (That Thing),Ms. Lauryn Hill,0.535,0.505,0.245,0.0393,0.0,0.0923,0.495
20 Min,Lil Uzi Vert,0.773,0.75,0.117,0.109,0.0,0.174,0.783
Crew (feat. Brent Faiyaz & Shy Glizzy),"GoldLink,Brent Faiyaz,Shy Glizzy",0.728,0.607,0.132,0.133,0.0,0.0864,0.445
Ex-Factor,Ms. Lauryn Hill,0.593,0.619,0.0976,0.118,0.0,0.484,0.668
Kontrol,Maleek Berry,0.868,0.521,0.0512,0.281,6.36e-05,0.0992,0.886
So Sick,Ne-Yo,0.452,0.574,0.311,0.245,0.0,0.189,0.578
We Belong Together,Mariah Carey,0.833,0.467,0.0619,0.0339,0.0,0.09,0.767
Dilemma,"Nelly,Kelly Rowland",0.727,0.552,0.14,0.226,0.00016,0.198,0.607
Haye Dil,Jimmy Khan,0.775,0.965,0.0636,0.0596,5.3e-06,0.365,0.766
Latthay Di Chaadar,"Farhan Saeed,Quratulain Balouch",0.675,0.607,0.0366,0.613,2.64e-05,0.102,0.655
Na Cher Malangaan Nu,"Farhan Saeed,Aima Baig",0.681,0.711,0.0459,0.278,0.0,0.141,0.365
Rafta Rafta,Atif Aslam,0.647,0.792,0.0372,0.389,1.65e-05,0.147,0.499
Sajan Das Na,"Atif Aslam,Momina Mustehsan",0.67,0.68,0.0372,0.229,4.24e-06,0.067,0.422
Allay,"Ali Zafar,Urooj Fatima,Abid Brohi",0.41,0.762,0.177,0.262,0.0,0.643,0.551
Sak Pasé,"Krosfyah,Edwin Yearwood,Khiomal Nurse",0.848,0.917,0.0852,0.00749,1.18e-06,0.258,0.877
Lucy,Destra,0.77,0.94,0.0496,0.0147,0.0,0.108,0.857
A Little Wine,Patrice Roberts,0.69,0.878,0.0695,0.138,0.0,0.111,0.804
A-K-I-K-O,Emeline Michel,0.762,0.815,0.0749,0.339,0.000223,0.153,0.941
Like Ah Boss,Machel Montano,0.802,0.944,0.175,0.105,0.0,0.329,0.746
Jeune Femme,Linky First,0.967,0.538,0.303,0.0133,0.0,0.086,0.359
Party Bad,"Mr. Killa,Mr. Legz HT",0.953,0.843,0.129,0.156,0.0,0.076,0.906
Fever,Vybz Kartel,0.891,0.62,0.244,0.139,1.61e-05,0.0805,0.404
Nwa Baby - Ashawo Remix,Flavour,0.765,0.969,0.0639,0.134,0.384,0.166,0.961
Finesse,"Pheelz,BNXN",0.859,0.551,0.149,0.559,0.0,0.194,0.777
Drogba (Joanna),Afro B,0.966,0.633,0.101,0.0206,4.06e-06,0.0715,0.767
love nwantiti (ah ah ah),CKay,0.727,0.739,0.0411,0.365,0.00137,0.161,0.533
Last Last,Burna Boy,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55
Woman,Rema,0.84,0.687,0.1,0.115,2.2e-06,0.115,0.678
Amor,"Alta Elegancia,DannyLux",0.593,0.479,0.0292,0.382,1.76e-05,0.108,0.429
Fruto,"Bizarrap,Milo j",0.791,0.606,0.275,0.375,0.0,0.218,0.867
Ya Me Enteré,Reik,0.619,0.452,0.028,0.502,0.0,0.122,0.174
Ohnana,Kapo,0.775,0.581,0.108,0.617,8.33e-06,0.0957,0.658
Aloh Aloh,Kapo,0.75,0.792,0.0568,0.211,5.1e-05,0.079,0.795
APT.,"ROSÉ,Bruno Mars",0.777,0.783,0.26,0.0283,0.0,0.355,0.939
Hurts Me Too,Faye Webster,0.464,0.299,0.0275,0.105,0.261,0.0911,0.116
Aquel Nap ZzZz,Rauw Alejandro,0.457,0.495,0.0797,0.62,0.000228,0.109,0.311
KEHLANI (REMIX) [feat. Kehlani],"Jordan Adetunji,Kehlani",0.408,0.699,0.0559,0.0759,0.0,0.298,0.219
OJOS AZULES,"Blessd,Peso Pluma,SOG",0.904,0.814,0.181,0.344,0.000117,0.0981,0.803
Nights Like This (feat. Ty Dolla $ign),"Kehlani,Ty Dolla $ign",0.61,0.725,0.15,0.367,0.0,0.154,0.291
Best Time,Brent Faiyaz,0.81,0.307,0.12,0.16,0.00298,0.0779,0.697
Ferxxo 100,Feid,0.701,0.568,0.067,0.252,0.0,0.153,0.577
Djadja,Aya Nakamura,0.811,0.797,0.165,0.0617,0.0,0.112,0.541
Honey,Kehlani,0.606,0.24,0.0369,0.772,0.0,0.0819,0.526
Happier Than Ever,ASTN,0.667,0.457,0.439,0.341,0.0,0.114,0.266
PERRO NEGRO,"Bad Bunny,Feid",0.911,0.778,0.262,0.0887,2.16e-05,0.179,0.345
LOKERA,"Rauw Alejandro,Lyanno,Brray",0.836,0.826,0.0461,0.213,6.03e-06,0.0814,0.579
Amor Prohibido,Selena,0.661,0.688,0.0276,0.455,0.0,0.072,0.81
un x100to,"Grupo Frontera,Bad Bunny",0.569,0.724,0.0474,0.228,0.0,0.27,0.562
Ella Baila Sola,"Eslabon Armado,Peso Pluma",0.668,0.758,0.0332,0.483,1.89e-05,0.0837,0.834
for good (feat. RENEE),"Danny Schiller,RENEE",0.61,0.402,0.0565,0.81,0.0,0.129,0.284
TQG,"KAROL G,Shakira",0.587,0.647,0.327,0.619,0.0,0.106,0.686
Japanese Denim,Daniel Caesar,0.707,0.238,0.0379,0.0905,2.42e-06,0.0842,0.345
Miel,Lauri Garcia,0.801,0.401,0.0491,0.909,0.0,0.158,0.595
Borracho,"Sech,DJ Khaled",0.787,0.748,0.0797,0.571,0.0,0.214,0.703
algo así (remix),"paopao,Mora",0.506,0.519,0.187,0.464,0.0,0.106,0.361
LA INOCENTE,"Mora,Feid",0.757,0.789,0.0583,0.307,0.0,0.0717,0.464
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap,Quevedo",0.621,0.782,0.044,0.0125,0.033,0.23,0.55
GYALIS,Capella Grey,0.666,0.643,0.423,0.386,0.0,0.283,0.756
Me Porto Bonito,"Bad Bunny,Chencho Corleone",0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425
Love,Keyshia Cole,0.688,0.518,0.0283,0.0642,0.0,0.1,0.314
Quien TV Remix,"Blessd,Ryan Castro",0.764,0.847,0.0518,0.0301,0.00246,0.166,0.961
Instagram,Blessd,0.801,0.563,0.223,0.264,0.00115,0.192,0.967
200 COPAS,KAROL G,0.515,0.704,0.206,0.767,0.0,0.415,0.885
VACAXIONES,Feid,0.567,0.686,0.119,0.147,0.0,0.118,0.427
Monastery,"Ryan Castro,Feid",0.811,0.5,0.0976,0.104,0.0,0.372,0.789
Qué Más Pues?,"J Balvin,Maria Becerra",0.891,0.819,0.106,0.0261,0.000354,0.173,0.768
Tiroteo - Remix,"Marc Seguí,Rauw Alejandro,Pol Granch",0.75,0.522,0.0293,0.282,0.0,0.0743,0.601
Vida de Rico,Camilo,0.824,0.457,0.0543,0.167,0.0,0.041,0.95
BICHOTA,KAROL G,0.863,0.666,0.152,0.212,0.000493,0.103,0.838
Somos Panas,"Dejota2021,Itzza Primera",0.857,0.481,0.151,0.222,0.0049,0.161,0.609
No Guidance (feat. Drake),"Chris Brown,Drake",0.696,0.454,0.153,0.123,0.0,0.155,0.136
Come Thru (with Usher),"Summer Walker,USHER",0.679,0.728,0.154,0.159,0.0,0.107,0.46
Girls Need Love Too,Dee Milli,0.643,0.117,0.101,0.837,0.0305,0.16,0.32
El Amante,Nicky Jam,0.683,0.691,0.0432,0.241,0.0,0.14,0.732
That's What I Like,Bruno Mars,0.853,0.56,0.0406,0.013,0.0,0.0944,0.86
NI BIEN NI MAL,Bad Bunny,0.826,0.451,0.0674,0.552,1.39e-05,0.283,0.333
Honesty,Pink Sweat$,0.66,0.139,0.0322,0.964,8.02e-06,0.104,0.306
Si Tú La Ves (feat. Wisin),"Nicky Jam,Wisin",0.685,0.731,0.093,0.204,0.0,0.0722,0.786
Borro Cassette,Maluma,0.73,0.701,0.106,0.132,0.0,0.151,0.785
Sin Contrato (feat. Fifth Harmony),"Maluma,Fifth Harmony",0.782,0.791,0.102,0.144,0.0,0.169,0.896
El Taxi,"Pitbull,Sensato,Osmani Garcia La Voz",0.869,0.691,0.192,0.12,0.0,0.102,0.875
Hasta el Amanecer,Nicky Jam,0.837,0.608,0.0381,0.283,0.0,0.0855,0.582
Andas En Mi Cabeza,"Chino & Nacho,Daddy Yankee",0.671,0.954,0.13,0.0244,0.0,0.111,0.556
Limbo,Daddy Yankee,0.807,0.874,0.0888,0.0833,0.00184,0.065,0.919
Propuesta Indecente,Romeo Santos,0.757,0.632,0.0549,0.499,0.0,0.0723,0.742
Travesuras,Nicky Jam,0.77,0.79,0.0814,0.139,0.0,0.0829,0.872
La Temperatura (feat. Eli Palacios),"Maluma,Eli Palacios",0.746,0.818,0.0378,0.0435,2.99e-05,0.311,0.89
6 AM,"J Balvin,Farruko",0.752,0.744,0.107,0.144,0.0,0.307,0.74
Ay Vamos,J Balvin,0.718,0.711,0.11,0.157,5.52e-05,0.1,0.92
Bobo,J Balvin,0.743,0.894,0.116,0.113,6.42e-05,0.125,0.775
El Perdedor,Maluma,0.702,0.73,0.099,0.425,1.25e-06,0.148,0.879
La Bicicleta,"Carlos Vives,Shakira",0.745,0.944,0.134,0.21,1.45e-06,0.333,0.951
Me Rehúso,Danny Ocean,0.744,0.804,0.0677,0.0231,0.0,0.0494,0.426
La player (Bandolera),Zion & Lennox,0.769,0.838,0.0633,0.16,0.0,0.0935,0.602
I Like It,"Cardi B,Bad Bunny,J Balvin",0.816,0.726,0.129,0.099,0.0,0.372,0.65
Te Boté - Remix,"Nio Garcia,Casper Magico,Bad Bunny,Darell,Ozuna,Nicky Jam",0.903,0.675,0.214,0.542,1.28e-05,0.0595,0.442
El Préstamo,Maluma,0.74,0.74,0.0686,0.205,0.0,0.107,0.717
Corazón (feat. Nego do Borel),"Maluma,Nego do Borel",0.722,0.738,0.247,0.328,1.47e-05,0.198,0.748
Party Animal,"Charly Black,Luis Fonsi",0.724,0.869,0.046,0.0248,0.0,0.251,0.84
Si Tú La Ves (feat. Wisin),"Nicky Jam,Wisin",0.685,0.731,0.093,0.204,0.0,0.0722,0.786
Hasta el Amanecer,Nicky Jam,0.831,0.609,0.0384,0.282,0.0,0.0761,0.589
Safari,"J Balvin,Pharrell Williams,BIA,Sky Rompiendo",0.689,0.675,0.32,0.531,3.17e-06,0.115,0.604
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake,Selena Gomez,Ozuna,Cardi B",0.842,0.801,0.228,0.157,4.82e-06,0.0642,0.617
Con Altura,"ROSALÍA,J Balvin,El Guincho",0.882,0.689,0.124,0.39,0.00325,0.0501,0.746
Mi Gente (feat. Beyoncé),"J Balvin,Willy William,Beyoncé",0.759,0.716,0.0818,0.0223,0.0,0.231,0.469
Contra La Pared,"Sean Paul,J Balvin",0.828,0.588,0.118,0.0156,0.0,0.124,0.598
Bonita,"J Balvin,Jowell & Randy",0.775,0.867,0.0414,0.0132,0.00684,0.278,0.869
Una Lady Como Tú (feat. Nicky Jam) - Remix,"Manuel Turizo,Nicky Jam",0.518,0.532,0.0771,0.392,0.0,0.355,0.741
6 AM,"J Balvin,Farruko",0.746,0.746,0.102,0.152,0.0,0.274,0.733
Me Llamas (feat. Maluma) - Remix,"Piso 21,Maluma",0.76,0.838,0.0529,0.547,1.3e-06,0.0664,0.745
China,"Anuel AA,Daddy Yankee,KAROL G,J Balvin,Ozuna",0.786,0.808,0.0882,0.0846,0.000289,0.0822,0.609
Tusa,"KAROL G,Nicki Minaj",0.803,0.715,0.298,0.295,0.000134,0.0574,0.574
Uptown Funk (feat. Bruno Mars),"Mark Ronson,Bruno Mars",0.856,0.609,0.0824,0.00801,8.15e-05,0.0344,0.928
Que Calor (with J Balvin & El Alfa),"Major Lazer,J Balvin,El Alfa,Diplo",0.795,0.885,0.0716,0.0372,0.00754,0.285,0.46
Gris,J Balvin,0.849,0.709,0.0793,0.227,0.0,0.329,0.916
Morado,J Balvin,0.881,0.696,0.0797,0.136,4.06e-05,0.0927,0.781
Que Mas Pues - Remix,"Sech,Justin Quiles,Maluma,Nicky Jam,Farruko,Dalex,Lenny Tavárez",0.647,0.661,0.2,0.121,2.27e-06,0.12,0.811
No Guidance (feat. Drake),"Chris Brown,Drake",0.696,0.454,0.153,0.123,0.0,0.155,0.136
Pa Mí - Remix,"Dalex,Rafa Pabön,KHEA,Sech,Feid,Cazzu,Lenny Tavárez",0.688,0.62,0.22,0.753,5.32e-06,0.157,0.727
El Amante,Nicky Jam,0.683,0.691,0.0432,0.241,0.0,0.14,0.732
La Boca,"Mau y Ricky,Camilo",0.618,0.795,0.113,0.0655,0.0,0.309,0.76
HP,Maluma,0.837,0.791,0.0773,0.252,1.14e-06,0.188,0.618
11 PM,Maluma,0.777,0.712,0.277,0.217,0.0,0.091,0.68
Qué Pena,"Maluma,J Balvin",0.635,0.661,0.364,0.102,0.0,0.336,0.858
NI BIEN NI MAL,Bad Bunny,0.826,0.451,0.0674,0.552,1.39e-05,0.283,0.333
Tutu,"Camilo,Pedro Capó",0.731,0.832,0.0503,0.273,0.0,0.0665,0.94
Callaita,"Bad Bunny,Tainy",0.61,0.624,0.309,0.6,2.12e-06,0.243,0.244
Bum Bum Tam Tam,"MC Fioti,Future,J Balvin,Stefflon Don,Juan Magán",0.896,0.675,0.124,0.346,8.11e-06,0.262,0.659
Si Se Da,"Myke Towers,Farruko",0.83,0.71,0.326,0.374,0.0,0.0877,0.703
Soltera,"Lunay,Gaby Music,Chris Jedi",0.779,0.731,0.0399,0.445,0.0,0.252,0.847
Olha a Explosão,MC Kevinho,0.774,0.611,0.134,0.109,0.0,0.0805,0.388
X,"Nicky Jam,J Balvin",0.595,0.773,0.0549,0.0364,0.00108,0.334,0.711
MIA (feat. Drake),"Bad Bunny,Drake",0.817,0.539,0.0621,0.0141,0.000496,0.099,0.158
Desconocidos,"Mau y Ricky,Manuel Turizo,Camilo",0.709,0.771,0.166,0.146,3.29e-06,0.249,0.709
Que Le De,"Rauw Alejandro,Nicky Jam",0.77,0.75,0.0785,0.19,0.0,0.0618,0.609
Felices los 4,Maluma,0.766,0.756,0.132,0.213,0.0,0.349,0.716
Otro Trago,"Sech,Darell",0.746,0.7,0.341,0.136,0.000159,0.11,0.619
Ella Quiere Beber - Remix,"Anuel AA,Romeo Santos",0.75,0.665,0.124,0.265,0.0,0.0515,0.697
Mi Gente,"J Balvin,Willy William",0.548,0.703,0.0772,0.0168,2.38e-05,0.143,0.286
undefined,undefined,,,,,,,
Como Antes (feat. Wisin),"Yandel,Wisin",0.813,0.876,0.172,0.182,0.0,0.394,0.746
Relación - Remix,"Sech,Daddy Yankee,J Balvin,ROSALÍA,Farruko",0.793,0.771,0.0959,0.0337,1.51e-06,0.284,0.835
La Tóxica (feat. Jay Wheeler & Tempo) - Remix,"Farruko,Sech,Myke Towers,Jay Wheeler,Tempo",0.727,0.692,0.104,0.102,1.07e-06,0.0562,0.604
DÁKITI,"Bad Bunny,JHAYCO",0.731,0.573,0.0544,0.401,5.22e-05,0.113,0.145
BICHOTA,KAROL G,0.863,0.666,0.152,0.212,0.000493,0.103,0.838
Sigues Con El,"Arcángel,Sech,Dímelo Flow",0.883,0.668,0.113,0.11,0.000529,0.0734,0.676
undefined,undefined,,,,,,,
Vida de Rico,Camilo,0.824,0.457,0.0543,0.167,0.0,0.041,0.95
drivers license,Olivia Rodrigo,0.585,0.436,0.0601,0.721,1.31e-05,0.105,0.132
EL MAKINON,"KAROL G,Mariah Angeliq",0.635,0.706,0.125,0.256,0.0,0.108,0.443
LA FAMA (with The Weeknd),"ROSALÍA,The Weeknd",0.77,0.302,0.0466,0.946,3.38e-05,0.125,0.821
LA FAMA (with The Weeknd),"ROSALÍA,The Weeknd",0.77,0.302,0.0466,0.946,3.38e-05,0.125,0.821
Yonaguni,Bad Bunny,0.644,0.648,0.118,0.276,0.0,0.135,0.44
Todo De Ti,Rauw Alejandro,0.78,0.719,0.0506,0.302,0.000196,0.0931,0.336
Qué Más Pues?,"J Balvin,Maria Becerra",0.891,0.819,0.106,0.0261,0.000354,0.173,0.768
Un Coco,Bad Bunny,0.839,0.69,0.0615,0.207,8.33e-06,0.176,0.744
Qué Pasaría...,"Rauw Alejandro,Bad Bunny",0.833,0.563,0.204,0.528,1.27e-05,0.139,0.343
Ferxxo 100,Feid,0.705,0.562,0.0674,0.257,0.0,0.137,0.569
Julieta,LATIN MAFIA,0.672,0.273,0.317,0.435,0.000426,0.113,0.373
Desconocidos,"Mau y Ricky,Manuel Turizo,Camilo",0.719,0.753,0.179,0.118,4.21e-06,0.212,0.675
Si Veo a Tu Mamá,Bad Bunny,0.9,0.603,0.0646,0.402,4.81e-06,0.134,0.824
un x100to,"Grupo Frontera,Bad Bunny",0.571,0.72,0.0458,0.213,0.0,0.271,0.542
HASTA LA MUERTE,"Eslabon Armado,Ivan Cornejo",0.555,0.832,0.0412,0.28,0.0,0.0894,0.43
CARENCIAS DE CORDURA,"Milo j,Yami Safdie",0.561,0.538,0.0506,0.828,0.0,0.0866,0.785
Julietota,LATIN MAFIA,0.802,0.526,0.199,0.283,0.000126,0.0972,0.302
Otro Atardecer,"Bad Bunny,The Marías",0.777,0.595,0.0375,0.59,0.00139,0.0669,0.546
La Plena - W Sound 05,"W Sound,Beéle,Ovy On The Drums",0.894,0.643,0.132,0.543,0.000984,0.101,0.659
AMARGURA,KAROL G,0.912,0.7,0.068,0.163,0.0,0.174,0.535
Volare,Danny Ocean,0.753,0.733,0.056,0.253,0.0,0.398,0.156
UNA BALA,"Milo j,Peso Pluma",0.6,0.6,0.0383,0.41,0.0,0.547,0.551
A Tu Merced,Bad Bunny,0.86,0.791,0.0568,0.169,0.000106,0.106,0.887
Patadas de Ahogado,"LATIN MAFIA,HUMBE",0.437,0.381,0.245,0.73,0.000284,0.135,0.435
Machu Picchu,"Camilo,Evaluna Montaner",0.788,0.789,0.124,0.397,0.0,0.226,0.867
CAIRO,"KAROL G,Ovy On The Drums",0.955,0.673,0.338,0.446,0.00041,0.0975,0.484
LUNA,"Feid,ATL Jacob",0.774,0.86,0.13,0.131,0.0,0.116,0.446
Yo No Soy Celoso,Bad Bunny,0.872,0.588,0.0492,0.275,0.0,0.17,0.93
LOKERA,"Rauw Alejandro,Lyanno,Brray",0.836,0.826,0.0461,0.213,6.03e-06,0.0814,0.579
Continuo Atardecer,LATIN MAFIA,0.816,0.449,0.0399,0.0807,0.258,0.396,0.312
El Bolero,"Yami Safdie,Milo j",0.798,0.299,0.0447,0.723,3.67e-05,0.129,0.701
Fruto,"Bizarrap,Milo j",0.791,0.606,0.275,0.375,0.0,0.218,0.867
Vete,Bad Bunny,0.886,0.672,0.188,0.0363,8.78e-06,0.101,0.526
VITAMINA,"Jombriel,DFZM,Jøtta",0.815,0.746,0.0528,0.015,2.26e-06,0.056,0.768
Ella Baila Sola,"Eslabon Armado,Peso Pluma",0.668,0.758,0.0332,0.483,1.89e-05,0.0837,0.834
Flores,LATIN MAFIA,0.745,0.4,0.238,0.14,0.0861,0.0903,0.0738
Te Lo Prometo,HUMBE,0.418,0.436,0.0414,0.681,0.00114,0.106,0.0866
Enséñame a Bailar,Bad Bunny,0.81,0.789,0.0846,0.191,1.08e-05,0.467,0.77
A Mí,Rels B,0.846,0.548,0.256,0.241,0.0713,0.0419,0.516
