Track Name,Artist Name(s),Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence
Minha Cara de Mau,Mc Vitera,0.791,0.529,0.0513,0.476,0.0,0.135,0.869
Mentalmente,"Naiara Azevedo,MC Kevinho",0.71,0.609,0.178,0.0254,0.0,0.624,0.501
Cheia de Marra 2,Mc Livinho,0.468,0.457,0.214,0.0124,8.55e-05,0.257,0.461
VAI POR MIM,"GDM,KayBlack,Mc Paiva ZS,Wall Hein",0.62,0.469,0.5,0.321,0.0,0.164,0.724
Tranquilo e Calmo,"S7lermo,Sain,IssoQueÉSomDeRap",0.782,0.435,0.0965,0.0691,0.0,0.103,0.313
Felina,"WIU,MC Ryan SP",0.585,0.662,0.351,0.385,0.0,0.0966,0.533
Tanto Faz,"MC L da Vinte,Mc Kaio,DJ 2w",0.83,0.487,0.0964,0.339,1.9e-06,0.0823,0.694
Incendeia,MC Kevin o Chris,0.893,0.461,0.422,0.713,0.0406,0.117,0.864
Ai Calica,"FP do Trem Bala,Mc Cyclope",0.641,0.893,0.579,0.413,0.0156,0.104,0.741
Set dos Casados,"Mc Davi,Mc Kevin,Mc Don Juan,MC Hariel,MC Marks,MC G15,Mc Phe Cachorrera,Gaab,MC Menor da VG,MC Ryan SP,MC Kapela,Perera DJ,Veiga no Beat",0.581,0.384,0.295,0.325,0.0,0.0953,0.149
"Oi, Como Ce Tá?","Vulgo FK,AMUSIK,WEY,Wall Hein",0.704,0.724,0.0514,0.0988,0.0,0.0796,0.733
Cheia de Marra,"Mc Livinho,Perera DJ",0.556,0.491,0.275,0.641,0.00149,0.303,0.529
Não Rouba Minha Wave,"Mc Livinho,MC Ryan SP",0.584,0.409,0.137,0.743,0.0,0.172,0.737
Carta pra Deus,"KayBlack,Wall Hein,AMUSIK",0.795,0.34,0.397,0.131,0.0,0.0939,0.403
Tá Doida,"MC Rick,MC L da Vinte",0.883,0.522,0.0798,0.669,0.0,0.126,0.611
Se Prepara 2,"Mc Livinho,Mc Pedrinho,Perera DJ",0.785,0.453,0.455,0.106,3.78e-06,0.106,0.362
Vidrado Em Você,"Dj Guuga,Mc Livinho",0.844,0.925,0.1,0.14,7.67e-06,0.109,0.589
Branca de Neve,"Mc Livinho,MC Leozinho ZS",0.531,0.591,0.298,0.449,0.0,0.115,0.592
Dono da Peça,Mc Livinho,0.58,0.348,0.209,0.22,0.000586,0.0917,0.552
Perversa,"Mc Livinho,Mc Danny",0.665,0.775,0.0417,0.0342,0.0,0.149,0.921
Ela Vem,"MC G15,Mc Livinho,Perera DJ",0.687,0.634,0.426,0.62,0.0,0.0732,0.572
Na Ponta do Pé 2,Mc Livinho,0.592,0.76,0.148,0.472,1.05e-06,0.0906,0.634
Ménage,Mc Livinho,0.75,0.601,0.0385,0.0547,0.0,0.0652,0.888
Glock Carregada,Mc Livinho,0.791,0.66,0.166,0.34,0.0,0.0906,0.935
Licor 43,"KayBlack,CVSTRO,Wall Hein,AMUSIK",0.66,0.388,0.296,0.611,0.0,0.243,0.311
Que Saudade de Você,"Mc Kaio,MC L da Vinte",0.584,0.315,0.201,0.829,0.0,0.0915,0.479
Gaiola É o Troco,"MC Du Black,DJ 2F",0.722,0.84,0.0785,0.42,0.0,0.112,0.851
Fake,"Mc Livinho,DJ 900",0.79,0.435,0.0667,0.691,0.0,0.109,0.475
Baby Não Pare,Mc Livinho,0.727,0.536,0.0757,0.479,6.25e-06,0.101,0.326
Esse Dom,"Mc Livinho,DJ Marlboro",0.751,0.643,0.0497,0.327,3.54e-05,0.18,0.797
Set Dj 2W 03,"MC Tairon,MC Luan da BS,DJ 2w,Mc Kaio,MC Rick,MC Braz,MC Josh,life song",0.644,0.677,0.103,0.548,0.0,0.112,0.68
Nasci Pra Ser,Mc Livinho,0.65,0.692,0.145,0.326,0.0,0.099,0.659
Indecente,MC Tairon,0.876,0.348,0.0613,0.852,0.000121,0.106,0.826
Colocando Nela,"MC L da Vinte,Mc Kaio,DJ Marcus Vinicius",0.634,0.359,0.0581,0.113,1.59e-05,0.0679,0.456
Pente Rala,"MC Tairon,Dj Win,life song",0.573,0.696,0.258,0.36,0.0,0.0629,0.526
Cena de Novela,"Junior Lord,MC Kevinho,Pelé MilFlows",0.894,0.459,0.113,0.175,0.0,0.109,0.628
After na Favela,"MC Luan da BS,MC Tairon,Mc Vaguin",0.768,0.647,0.0469,0.251,0.0,0.11,0.799
212,"Chefin,Mainstreet",0.789,0.519,0.0697,0.659,0.0,0.085,0.857
Cansei De Me Apegar,"Mc Pedrinho,DJ 900",0.677,0.461,0.0495,0.376,4.31e-05,0.124,0.102
Absurda,"MC Tairon,MC Hzim,Gabriel Tadeu",0.653,0.412,0.0787,0.874,0.000724,0.114,0.718
Balazul,"Teto,Mateca",0.843,0.458,0.166,0.31,0.0,0.14,0.772
Na Ponta Ela Fica,Delano,0.843,0.569,0.278,0.288,8.83e-05,0.0643,0.947
Fazer Falta 2,Mc Livinho,0.714,0.616,0.0311,0.0498,0.0,0.0929,0.435
Abusadamente,"MC Gustta,MC DG",0.787,0.653,0.126,0.809,0.00252,0.225,0.404
Saquarema,"MC Rogê,DJ Meek,Boladinho DJ,Mc G Talibã",0.896,0.518,0.266,0.285,0.00306,0.0897,0.793
Cadeado,Pabllo Vittar,0.618,0.88,0.0496,0.162,0.0,0.276,0.617
"É o Pombo, É o Neymar, Vinicius Jr, Paqueta","NK DA V,MC Pânico",0.883,0.864,0.371,0.135,0.0,0.082,0.594
Favorita,"MC Tairon,life song,Lara Silva",0.605,0.436,0.246,0.358,0.0,0.096,0.56
Minha Vez,"Ton Carfi,Mc Livinho",0.522,0.412,0.0279,0.747,0.0,0.152,0.588
Land Rover,"icedmob,Aimar",0.767,0.397,0.102,0.532,0.0,0.0961,0.398
Flow Espacial,"Teto,WIU,Matuê",0.712,0.685,0.182,0.0186,0.0,0.0911,0.454
Cheiroso e Artista,"Mc Livinho,Ryan Realcria,Neo Beats",0.735,0.529,0.0454,0.209,0.0,0.483,0.63
Bicho Solto,"Mc Livinho,Guiggow,DONATTO",0.75,0.743,0.0541,0.447,0.0,0.493,0.619
Ponto G,"Mc Livinho,Ryan Realcria,Martinnz",0.631,0.505,0.116,0.598,0.0,0.141,0.685
Astronauta Astro (feat. CJota),"Mc Livinho,CJota",0.781,0.579,0.0531,0.297,0.0,0.26,0.37
Conto Da Bandida,"Kaio Viana,MC Tairon",0.727,0.527,0.0324,0.68,0.0,0.191,0.736
Kikada Fatal,"MC Tairon,dj sv,Life Song Records",0.676,0.319,0.252,0.65,0.0,0.188,0.76
Kikando e Me Olhando,"MC Braz,MC Tairon,Dj Win",0.742,0.439,0.28,0.637,0.0,0.0876,0.842
Gente da Gente,Mc Lipi,0.72,0.373,0.338,0.0249,1.11e-06,0.0557,0.227
Polo Blue,"MC Tairon,Cafiero,Mineirin,Kost,Tchouzen,life song",0.73,0.435,0.0724,0.383,0.0,0.124,0.55
Puta Mexicana,"DJ Jeeh FDC,MC Menor MT,Yuri Redicopa,Mc Pelé",0.853,0.913,0.0514,0.655,0.0235,0.0311,0.952
Sua amiga vou sarrar,MC Levin,0.921,0.533,0.0749,0.433,0.0,0.0832,0.673
Coração de Gelo,WIU,0.732,0.671,0.082,0.124,0.0,0.128,0.836
Conexões de Máfia (feat. Rich The Kid),"Matuê,Rich The Kid",0.771,0.577,0.0461,0.393,0.0,0.256,0.691
Frio,WIU,0.62,0.636,0.115,0.0664,0.0,0.323,0.186
Esquece Pt. 2,WIU,0.786,0.526,0.0466,0.0429,0.0,0.0767,0.634
Angelina,WIU,0.861,0.704,0.149,0.048,0.0,0.102,0.404
Avião no Céu,WIU,0.8,0.578,0.0556,0.0375,0.0,0.117,0.258
Mulher Cê é Profissional,Mc Livinho,0.681,0.482,0.0356,0.545,0.0,0.0979,0.0706
"Sobe na XJ (feat. Mc Kadu, DONATTO & Kotim)","Mc Livinho,Mc Don Juan,MC Ryan SP,Mc Kadu,DONATTO,Kotim",0.517,0.779,0.135,0.201,0.0,0.111,0.62
Foi Bom Enquanto Durou,"MC Ryan SP,Mc Livinho,Mc Paiva ZS",0.77,0.527,0.0575,0.63,0.0,0.081,0.471
Toma Tapa,"MC Tairon,DJ GH Sheik,life song",0.826,0.68,0.0615,0.505,2.65e-06,0.0873,0.806
Amor,"MC Tairon,MC Gueguel",0.526,0.554,0.0485,0.835,0.0,0.128,0.47
Ciúmes,"Mc Kaio,MC Tairon,DJ 2w",0.817,0.302,0.051,0.84,0.0,0.119,0.791
Tá OK,"DENNIS,MC Kevin o Chris",0.863,0.96,0.0492,0.497,0.00526,0.0853,0.586
Tapão,"Mc Don Juan,Gaab,MC Joãozinho VT,Mc Ericoty",0.778,0.449,0.57,0.0866,0.0,0.0699,0.732
Novidade na Área,"Mc Livinho,DJ Matt D",0.625,0.34,0.0873,0.763,4.99e-05,0.354,0.36
Pocotó,"DJ Matt D,Mc Livinho",0.83,0.35,0.089,0.684,4.74e-06,0.167,0.772
Precipitei,"MC Luan da BS,life song,Miliano,MC Tairon,Dj Win,Dj Tg Da Inestan",0.599,0.493,0.12,0.7,0.0,0.104,0.598
Bonjour,"KayBlack,Marquinho no Beat",0.774,0.436,0.0842,0.292,0.0,0.112,0.773
Moça,Ivandro,0.546,0.41,0.421,0.522,5.05e-05,0.0945,0.317
Joga Essa Rabeta,"MC Teuzin PV,MC Skcot,DJ GH Sheik",0.537,0.421,0.0605,0.408,0.0,0.0854,0.788
Chama o Coveiro,"Mc Delux,DJ Guih Da ZO",0.922,0.781,0.323,0.148,0.00013,0.159,0.57
Romântico 2,"Aka Rasta,Veigh",0.807,0.276,0.171,0.745,0.0,0.109,0.358
Não Explanar,MC L da Vinte,0.655,0.448,0.0813,0.408,0.0,0.116,0.657
ELA PIROU NA DODGE RAM,"Luan Pereira,MC Ryan SP",0.673,0.663,0.225,0.304,0.0,0.0984,0.634
085 - Ao Vivo,Rogerinho,0.85,0.655,0.0298,0.211,0.0,0.952,0.797
Ela Voltou de Perna Bamba,"MC Guh SR,MC Pê Original,Dj Pikeno Mpc,Markim WF",0.647,0.899,0.223,0.339,1.08e-05,0.111,0.225
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris,Dj Nk Da Serra,Mc Magrinho",0.92,0.413,0.0752,0.504,0.0514,0.133,0.679
Escorpiana,"Mc Livinho,PEDRO SAMPAIO,DJ Matt D",0.659,0.421,0.138,0.709,0.0,0.0963,0.653
Tereu Teu Teu,Mc Tota,0.914,0.683,0.29,0.0455,0.0,0.133,0.827
Porque Ela É Safada,"Pedro Lotto,MC Tairon,Dj Win,2050,MC BRAZ",0.643,0.581,0.201,0.329,0.0,0.117,0.353
Noite Bandida,"Dj Luizin,Mc DB,MC Tairon,Dj Kaio Lopes,MC Skcot,Mc Dudu HR",0.599,0.49,0.135,0.454,0.0,0.114,0.65
Let's Go 4,"Dj GBR,Mc IG,MC Ryan SP,MC PH,Mc Davi,Mc Luki,Mc Don Juan,Mc Kadu,TrapLaudo,MC GP,MC GH do 7",0.782,0.631,0.592,0.123,0.0,0.0808,0.866
Tenho Que Me Decidir,"MC PH,Borges,WIU,Pedro Lotto,WEY",0.795,0.603,0.0775,0.392,0.0,0.118,0.753
Beijinho Gostoso,"MC Bruninho,Mc Livinho",0.686,0.534,0.0316,0.361,0.0,0.174,0.639
Sua Cara Não Queima,"MC Tairon,DJ Marcus Vinicius",0.758,0.378,0.0584,0.549,0.0,0.245,0.826
Barulho do Pix,"Dj Win,MC Tairon,Ajaxx,Mc Dudu HR",0.581,0.455,0.149,0.752,5.61e-06,0.103,0.531
Melhor Só,"KayBlack,Baco Exu do Blues,Marquinho no Beat",0.605,0.386,0.166,0.272,0.0,0.107,0.55
Horas Iguais,"WIU,Oruam",0.796,0.618,0.0387,0.229,0.0,0.0737,0.353
"Prefiro Ficar Só, do Que Te Fazer Sofrer","MC Tairon,MC Gueguel,life song,ARTHUR DE AFC,DJ 2L de Vila Velha",0.692,0.878,0.271,0.434,0.0148,0.172,0.832
Bala Rosa,"Mc J Mito,Mc Livinho,Mc Davi,DJ Yago,DJ Arana,DJ TOPO",0.487,0.546,0.145,0.634,0.0,0.0547,0.381
Vida Cara,"MC Luan da BS,MC Tairon,DJ Marcus Vinicius,MC Gabluca,Mc Dudu HR,MC Gueguel,Dj AG do Caiçara,life song",0.602,0.615,0.142,0.554,0.0,0.0809,0.74
Isso Não Se Faz,"Dj Win,MC Luan da BS",0.551,0.475,0.0993,0.551,1.27e-05,0.159,0.435
Sem Freio,"Anitta,Mc Livinho",0.794,0.716,0.107,0.273,1.93e-05,0.0982,0.245
MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,"DJ TOPO,Mc Livinho",0.64,0.588,0.177,0.605,1.51e-05,0.0979,0.379
Do Jeito Que Você Mete,"DJ L30,MC Thaizinha",0.964,0.459,0.145,0.334,0.072,0.0974,0.738
zumzumzum,Teto,0.849,0.521,0.474,0.409,0.0,0.322,0.364
Falta de Sorte,"MC Tairon,Dj Win,MC Gueguel,life song",0.476,0.59,0.0884,0.419,0.0,0.204,0.489
MTG PASSA PASSA PRA EU SARRAR,"Mc Livinho,DJ TOPO",0.909,0.546,0.166,0.316,0.0,0.08,0.927
FUNK DO BOUNCE (Slowed),Ariis,0.818,0.92,0.0716,0.111,0.00122,0.0879,0.793
Faz o Fácil,"Mc J Mito,DJ Borest,Tropa da W&S",0.634,0.336,0.672,0.508,0.0,0.109,0.719
Furacão,"Davi Kneip,Mc Vittin PV",0.82,0.282,0.0933,0.553,3.2e-06,0.098,0.918
CONFISSÕES PT2,"Nagalli,KayBlack,Veigh,Supernova Ent",0.654,0.452,0.322,0.609,0.0,0.123,0.414
Drown,Bring Me The Horizon,0.441,0.977,0.112,0.000154,0.000428,0.842,0.389
Holiday / Boulevard of Broken Dreams,Green Day,0.29,0.827,0.0362,0.000659,2.55e-06,0.301,0.45
Girls,The 1975,0.655,0.909,0.0533,0.00548,0.000751,0.45,0.883
Miss Jackson (feat. LOLO),"Panic! At The Disco,LOLO",0.642,0.873,0.0551,0.00394,0.0,0.175,0.662
How You Remind Me,Nickelback,0.446,0.764,0.033,0.00135,0.0,0.099,0.543
lovesick,Never Shout Never,0.654,0.397,0.0299,0.247,0.0,0.238,0.416
Teenagers,My Chemical Romance,0.463,0.857,0.0632,0.0506,0.0,0.184,0.856
Welcome to the Black Parade,My Chemical Romance,0.217,0.905,0.0752,0.000289,0.00011,0.222,0.236
Heart-Shaped Box,Nirvana,0.256,0.641,0.0552,0.199,0.0329,0.0853,0.382
Stricken,Disturbed,0.402,0.969,0.181,9.14e-05,0.0325,0.225,0.262
The Vengeful One,Disturbed,0.238,0.967,0.136,0.000213,1.18e-06,0.26,0.58
Another Way to Die,Disturbed,0.621,0.967,0.0692,8.46e-05,0.00612,0.12,0.315
The Animal,Disturbed,0.402,0.95,0.169,0.000438,0.000185,0.0573,0.277
Asylum,Disturbed,0.52,0.992,0.106,3.88e-05,0.0402,0.173,0.38
I Write Sins Not Tragedies,Panic! At The Disco,0.569,0.83,0.14,0.0807,0.0,0.114,0.609
In The End,Black Veil Brides,0.442,0.939,0.094,0.000181,0.00568,0.0857,0.266
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,0.411,0.986,0.0583,0.000264,0.00148,0.371,0.649
The Ballad of Mona Lisa,Panic! At The Disco,0.436,0.893,0.0556,0.000362,0.0,0.103,0.0794
I Hate Everything About You,Three Days Grace,0.498,0.83,0.0421,0.00461,0.0,0.139,0.453
American Idiot,Green Day,0.38,0.988,0.0639,2.64e-05,7.86e-05,0.368,0.769
Don't Threaten Me with a Good Time,Panic! At The Disco,0.559,0.895,0.0832,0.0154,0.0,0.175,0.59
Don't Jump,Tokio Hotel,0.396,0.682,0.0284,0.0026,1.15e-05,0.0785,0.16
"Ready, Set, Go!",Tokio Hotel,0.489,0.946,0.0543,0.0311,0.0,0.345,0.54
Monsoon - Gateway Version,Tokio Hotel,0.576,0.793,0.0294,0.025,0.0,0.155,0.257
I WANNA BE YOUR SLAVE,Måneskin,0.75,0.608,0.0387,0.00165,0.0,0.178,0.958
Beggin',Måneskin,0.714,0.8,0.0504,0.127,0.0,0.359,0.589
HONEY (ARE U COMING?),Måneskin,0.476,0.94,0.0806,0.00196,1.45e-06,0.141,0.372
505,Arctic Monkeys,0.52,0.852,0.0543,0.00237,5.79e-05,0.0733,0.234
Do I Wanna Know?,Arctic Monkeys,0.548,0.532,0.0323,0.186,0.000263,0.217,0.405
I Wanna Be Yours,Arctic Monkeys,0.464,0.417,0.0256,0.136,0.022,0.0974,0.479
Why'd You Only Call Me When You're High?,Arctic Monkeys,0.691,0.631,0.0368,0.0483,1.13e-05,0.104,0.8
VALENTINE,Måneskin,0.475,0.716,0.0277,0.00706,7.28e-06,0.13,0.217
SUPERMODEL,Måneskin,0.635,0.876,0.0573,0.00161,0.0,0.12,0.809
Here Comes The Night,Tokio Hotel,0.67,0.74,0.042,0.0224,0.0,0.366,0.61
The Less I Know The Better,Tame Impala,0.64,0.74,0.0284,0.0115,0.00678,0.167,0.785
Borderline,Tame Impala,0.621,0.873,0.0369,0.0406,9.1e-06,0.0824,0.873
1000 Oceans,Tokio Hotel,0.547,0.901,0.0386,0.00636,9.52e-05,0.217,0.444
Love Is Dead,Tokio Hotel,0.608,0.813,0.04,0.00852,0.00131,0.091,0.418
Spring nicht,Tokio Hotel,0.409,0.631,0.0292,0.000717,2.7e-05,0.0762,0.173
What If,Tokio Hotel,0.56,0.769,0.0433,0.00447,4.96e-06,0.11,0.426
GOSSIP (feat. Tom Morello),"Måneskin,Tom Morello",0.704,0.819,0.0626,0.00176,0.0,0.094,0.914
Reflections,The Neighbourhood,0.648,0.594,0.0293,0.114,0.0462,0.116,0.544
BABY SAID,Måneskin,0.622,0.715,0.0323,0.000982,0.0,0.0796,0.607
FOR YOUR LOVE,Måneskin,0.602,0.898,0.0364,4.39e-05,0.000109,0.356,0.566
THE LONELIEST,Måneskin,0.519,0.595,0.0283,0.00151,0.0,0.0762,0.237
Somebody Told Me,Måneskin,0.614,0.867,0.114,0.0231,0.0,0.0821,0.775
Everybody's Fool,Evanescence,0.437,0.835,0.0405,0.00145,2.27e-05,0.245,0.296
Are You Ready?,Måneskin,0.713,0.873,0.0545,0.0268,0.0,0.108,0.522
ZITTI E BUONI,Måneskin,0.625,0.939,0.0669,0.00138,0.0,0.424,0.644
THE DRIVER,Måneskin,0.321,0.827,0.0878,0.000851,0.0,0.306,0.333
LA FINE,Måneskin,0.504,0.981,0.0926,0.00134,0.0,0.206,0.571
LA PAURA DEL BUIO,Måneskin,0.376,0.846,0.0464,0.00537,8e-06,0.186,0.408
Knee Socks,Arctic Monkeys,0.665,0.542,0.033,0.123,0.00291,0.342,0.587
Snap Out Of It,Arctic Monkeys,0.728,0.638,0.0336,0.249,0.0,0.116,0.872
Arabella,Arctic Monkeys,0.579,0.558,0.0895,0.0202,1.26e-06,0.212,0.506
Misery Business,Paramore,0.517,0.906,0.0735,0.00272,9.26e-06,0.113,0.731
Easier,5 Seconds of Summer,0.562,0.46,0.259,0.476,0.0,0.107,0.623
Tejano Blue,Cigarettes After Sex,0.54,0.46,0.0369,0.546,0.439,0.116,0.285
Cry,Cigarettes After Sex,0.408,0.398,0.0277,0.758,0.654,0.112,0.165
Sweet,Cigarettes After Sex,0.449,0.51,0.0278,0.351,0.761,0.139,0.115
Apocalypse,Cigarettes After Sex,0.369,0.468,0.0273,0.0205,0.566,0.109,0.18
Sunsetz,Cigarettes After Sex,0.41,0.48,0.0294,0.0561,0.814,0.0972,0.129
i like the way you kiss me,Artemas,0.599,0.946,0.0447,0.000938,0.0106,0.0826,0.747
Bring Me To Life,Evanescence,0.331,0.943,0.0698,0.00721,2.06e-06,0.242,0.296
Sweater Weather,The Neighbourhood,0.613,0.799,0.0334,0.0503,0.0207,0.0947,0.44
Going Under,Evanescence,0.37,0.858,0.0545,0.00815,2.12e-05,0.229,0.464
Afraid,The Neighbourhood,0.464,0.701,0.0411,0.00892,0.309,0.335,0.356
Boulevard of Broken Dreams,Green Day,0.51,0.578,0.0275,0.0042,1.73e-05,0.0417,0.612
Somebody Told Me,The Killers,0.497,0.97,0.0836,9.04e-05,0.000674,0.101,0.689
Numb,Linkin Park,0.488,0.87,0.0421,0.00353,0.0,0.484,0.211
Smells Like Teen Spirit,Nirvana,0.502,0.912,0.0564,2.55e-05,0.000173,0.106,0.72
CORALINE,Måneskin,0.363,0.678,0.0995,0.0299,0.0,0.324,0.321
DArkSide,Bring Me The Horizon,0.365,0.951,0.181,0.000591,1.07e-06,0.716,0.441
Teardrops,Bring Me The Horizon,0.497,0.916,0.108,0.000323,0.0,0.36,0.401
Doomed,Bring Me The Horizon,0.271,0.903,0.137,0.00152,1.5e-05,0.189,0.22
Throne,Bring Me The Horizon,0.426,0.888,0.0987,0.000455,0.0,0.306,0.387
With You,Chris Brown,0.659,0.696,0.071,0.143,0.0,0.13,0.665
Irreplaceable,Beyoncé,0.447,0.694,0.382,0.0293,5.46e-06,0.167,0.509
Someone Like You,Adele,0.559,0.33,0.0285,0.892,0.0,0.0975,0.285
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez,Jadakiss,Styles P",0.844,0.754,0.207,0.00833,3.42e-06,0.0575,0.961
Bye Bye Bye,*NSYNC,0.61,0.926,0.0479,0.031,0.0012,0.0821,0.861
Let Me Love You,Mario,0.656,0.578,0.0922,0.235,0.0,0.118,0.556
We Belong Together,Mariah Carey,0.833,0.467,0.0619,0.0339,0.0,0.09,0.767
Survivor,Destiny's Child,0.524,0.904,0.398,0.0533,0.0,0.776,0.655
Promiscuous,"Nelly Furtado,Timbaland",0.807,0.97,0.0477,0.0536,6.6e-05,0.149,0.876
SexyBack (feat. Timbaland),"Justin Timberlake,Timbaland",0.967,0.583,0.0789,0.0584,0.0,0.0519,0.964
Womanizer,Britney Spears,0.724,0.695,0.0622,0.073,0.0,0.0889,0.235
Pumped Up Kicks,Foster The People,0.733,0.71,0.0292,0.145,0.115,0.0956,0.965
Toxic,Britney Spears,0.774,0.847,0.121,0.0279,0.0182,0.241,0.923
Cry Me a River,Justin Timberlake,0.624,0.654,0.183,0.577,0.0,0.104,0.564
Heartless,Kanye West,0.789,0.639,0.101,0.055,0.0,0.27,0.609
Calabria 2007 (feat. Natasja) - Club Mix,"Enur,Natasja",0.879,0.415,0.144,0.00288,0.0127,0.314,0.343
Calabria 2008 (feat. Natasja),"Enur,Natasja",0.888,0.666,0.163,0.0077,0.00156,0.0555,0.464
Hips Don't Lie (feat. Wyclef Jean) - Live - December 2006,"Shakira,Wyclef Jean",0.665,0.974,0.125,0.0573,1.16e-05,0.953,0.434
La Tortura (feat. Alejandro Sanz),"Shakira,Alejandro Sanz",0.74,0.783,0.0427,0.0297,0.000308,0.123,0.812
Crazy In Love - Remix,Beyoncé,0.23,0.694,0.109,0.0619,0.00191,0.112,0.26
Tokyo Drift (Fast & Furious) - From The Fast And The Furious: Tokyo Drift Soundtrack,Teriyaki Boyz,0.761,0.892,0.133,0.178,4.19e-05,0.0712,0.935
Tha Crossroads,Bone Thugs-N-Harmony,0.679,0.509,0.0617,0.0856,0.0,0.438,0.534
1st of Tha Month,Bone Thugs-N-Harmony,0.729,0.581,0.18,0.0777,3.81e-06,0.696,0.508
How You Remind Me,Nickelback,0.446,0.764,0.033,0.00135,0.0,0.099,0.543
Angel,"Shaggy,Rayvon",0.805,0.763,0.0949,0.121,0.0,0.047,0.822
Since U Been Gone,Kelly Clarkson,0.662,0.741,0.0334,0.00165,0.0303,0.114,0.404
Umbrella,"Rihanna,JAY-Z",0.585,0.828,0.124,0.00906,0.0,0.0426,0.584
So Sick,Ne-Yo,0.452,0.574,0.311,0.245,0.0,0.189,0.578
Say My Name,Destiny's Child,0.713,0.678,0.102,0.273,0.0,0.149,0.734
Hips Don't Lie (feat. Wyclef Jean),"Shakira,Wyclef Jean",0.778,0.824,0.0707,0.284,0.0,0.405,0.758
It Wasn't Me,"Shaggy,Rik Rok",0.852,0.616,0.0747,0.045,0.0,0.321,0.685
"Too Little, Too Late - Radio Version",JoJo,0.446,0.77,0.0549,0.0183,1.07e-06,0.122,0.717
Crazy In Love (feat. JAY-Z),"Beyoncé,JAY-Z",0.646,0.77,0.226,0.00249,0.0,0.0715,0.681
My Boo,"USHER,Alicia Keys",0.662,0.507,0.118,0.257,0.0,0.0465,0.676
Carry Out (Featuring Justin Timberlake),Timbaland,0.531,0.574,0.113,0.114,0.0308,0.256,0.272
California Love - Original Version,"2Pac,Roger,Dr. Dre",0.761,0.835,0.0425,0.031,1.44e-06,0.387,0.766
Lose Yourself - From 8 Mile Soundtrack,Eminem,0.701,0.728,0.255,0.00971,0.00115,0.361,0.0591
Rap God,Eminem,0.709,0.841,0.312,0.4,0.0,0.809,0.629
Doin' What It 'Pose 2Do,Ice Cube,0.92,0.818,0.253,0.0746,0.0,0.236,0.748
Until We Rich - Feat. Krayzie Bone,Ice Cube,0.876,0.792,0.0635,0.0468,0.0,0.0877,0.872
Where Is The Love?,Black Eyed Peas,0.835,0.687,0.184,0.101,0.0,0.132,0.828
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,"Mario Winans,Enya,Diddy",0.833,0.515,0.0462,0.347,0.00156,0.116,0.4
Without You,Mariah Carey,0.576,0.526,0.0326,0.323,1.72e-06,0.0548,0.147
Un-Break My Heart,Toni Braxton,0.625,0.426,0.0271,0.412,0.0,0.116,0.112
My Heart Will Go On - Love Theme from Titanic,Céline Dion,0.428,0.276,0.0312,0.732,5.33e-06,0.117,0.0382
I Have Nothing,Whitney Houston,0.541,0.401,0.0365,0.576,0.0,0.164,0.24
I Will Always Love You,Whitney Houston,0.332,0.214,0.0349,0.845,5.62e-06,0.0839,0.11
Hero,Mariah Carey,0.495,0.378,0.0293,0.734,0.0,0.119,0.177
A Song For Mama,Boyz II Men,0.569,0.44,0.0349,0.467,0.0,0.143,0.148
I'll Make Love To You,Boyz II Men,0.567,0.501,0.0241,0.0994,0.0,0.0986,0.201
Careless Whisper,George Michael,0.574,0.628,0.036,0.13,0.0,0.271,0.803
"Say You, Say Me",Lionel Richie,0.636,0.405,0.0287,0.355,0.0,0.0804,0.257
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]","Diddy,Ginuwine,Loon,Mario Winans",0.713,0.471,0.483,0.421,0.0,0.0308,0.779
Always On Time,"Ja Rule,Ashanti",0.839,0.706,0.199,0.208,0.0,0.242,0.839
I Need a Girl (Pt. 1) [feat. Usher & Loon],"Diddy,Loon,USHER",0.66,0.707,0.208,0.397,0.0,0.211,0.761
Foolish,Ashanti,0.665,0.695,0.0532,0.347,0.0,0.106,0.707
Be Without You - Kendu Mix,Mary J. Blige,0.724,0.705,0.112,0.067,0.0,0.262,0.662
Me & U,Cassie,0.803,0.454,0.0294,0.352,0.0,0.0655,0.739
Dilemma,"Nelly,Kelly Rowland",0.727,0.552,0.14,0.226,0.00016,0.198,0.607
U Remind Me,USHER,0.657,0.629,0.0782,0.194,0.0,0.254,0.726
Motivation,"Kelly Rowland,Lil Wayne",0.744,0.672,0.0417,0.187,0.000123,0.105,0.266
Suga Suga,"Baby Bash,Frankie J",0.662,0.748,0.268,0.688,8.58e-06,0.0841,0.535
Obsesion (No Es Amor) (feat. Baby Bash),"Frankie J,Baby Bash",0.649,0.503,0.047,0.0939,0.0,0.303,0.538
No Scrubs,TLC,0.743,0.675,0.0953,0.0251,0.000717,0.0685,0.59
Maria Maria (feat. The Product G&B),"Santana,The Product G&B",0.777,0.601,0.126,0.0406,0.00201,0.0348,0.68
